measure_id,measure_name,location_id,location_name,iso3,sex_id,sex_name,age_id,age_name,cause_id,cause_name,metric_id,metric_name,year,val,upper,lower
1,Deaths,44,Bosnia and Herzegovina,BIH,1,Male,9,20-24 years,718,Self-harm,3,Rate,2023,14.726747643308018,19.86515196531063,10.34555145641237
1,Deaths,44,Bosnia and Herzegovina,BIH,2,Female,9,20-24 years,718,Self-harm,3,Rate,2023,1.812931168922407,2.526717884808472,1.2124372801388266
1,Deaths,200,Benin,BEN,1,Male,9,20-24 years,718,Self-harm,3,Rate,2023,10.974822636695796,18.903640472845325,5.205667313765843
1,Deaths,200,Benin,BEN,2,Female,9,20-24 years,718,Self-harm,3,Rate,2023,3.2573676611252296,5.422189540693054,1.4316636525782638
1,Deaths,200,Benin,BEN,1,Male,157,25+ years,718,Self-harm,3,Rate,2023,25.475367531126903,38.39329885806973,13.658320066431274
1,Deaths,200,Benin,BEN,2,Female,157,25+ years,718,Self-harm,3,Rate,2023,6.742950533719554,10.616825793978053,3.6969572067006915
1,Deaths,200,Benin,BEN,1,Male,158,<20 years,718,Self-harm,3,Rate,2023,2.3394433551579734,4.208883743472484,1.0259010643760966
1,Deaths,200,Benin,BEN,2,Female,158,<20 years,718,Self-harm,3,Rate,2023,0.8501427274255166,1.416350755933729,0.3628787948547517
1,Deaths,147,Libya,LBY,1,Male,9,20-24 years,718,Self-harm,3,Rate,2023,12.276508000320476,19.48118451509178,7.147742786392432
1,Deaths,147,Libya,LBY,2,Female,9,20-24 years,718,Self-harm,3,Rate,2023,4.542915327581909,7.101512677735135,2.4542204282650086
1,Deaths,147,Libya,LBY,1,Male,157,25+ years,718,Self-harm,3,Rate,2023,8.074477335175306,12.51804945210766,4.654207791466856
1,Deaths,147,Libya,LBY,2,Female,157,25+ years,718,Self-harm,3,Rate,2023,2.4107801902835377,3.9859425132388284,1.2623999349851232
1,Deaths,147,Libya,LBY,1,Male,158,<20 years,718,Self-harm,3,Rate,2023,2.4369524688111217,3.873163194231453,1.3706253765600536
1,Deaths,147,Libya,LBY,2,Female,158,<20 years,718,Self-harm,3,Rate,2023,1.2449566187880263,2.001008398765057,0.6154681601574947
1,Deaths,44,Bosnia and Herzegovina,BIH,1,Male,157,25+ years,718,Self-harm,3,Rate,2023,23.826012272805276,32.78064370473908,18.024690266403436
1,Deaths,44,Bosnia and Herzegovina,BIH,2,Female,157,25+ years,718,Self-harm,3,Rate,2023,5.453877984220858,7.327518909666528,4.082424053077364
1,Deaths,44,Bosnia and Herzegovina,BIH,1,Male,158,<20 years,718,Self-harm,3,Rate,2023,2.8467810835795264,3.8239290160037154,1.9758371879141963
1,Deaths,44,Bosnia and Herzegovina,BIH,2,Female,158,<20 years,718,Self-harm,3,Rate,2023,0.6766240436415898,0.9291713473764193,0.47237732193152215
