measure_id,measure_name,location_id,location_name,iso3,sex_id,sex_name,age_id,age_name,cause_id,cause_name,metric_id,metric_name,year,val,upper,lower
2,DALYs (Disability-Adjusted Life Years),91,Portuguese Republic,PRT,3,Both,9,20-24 years,567,Depressive disorders,1,Number,2023,5501.3179533068305,7973.344932170034,3729.270376618201
2,DALYs (Disability-Adjusted Life Years),91,Portuguese Republic,PRT,3,Both,9,20-24 years,567,Depressive disorders,2,Percent,2023,0.07237971653265043,0.09668799901745974,0.05552620273773069
2,DALYs (Disability-Adjusted Life Years),91,Portuguese Republic,PRT,3,Both,9,20-24 years,567,Depressive disorders,3,Rate,2023,951.8144348974056,1379.5139392540818,645.2223642094426
2,DALYs (Disability-Adjusted Life Years),91,Portuguese Republic,PRT,3,Both,157,25+ years,567,Depressive disorders,1,Number,2023,77834.45427354242,106966.10643293848,54344.95758369329
2,DALYs (Disability-Adjusted Life Years),91,Portuguese Republic,PRT,3,Both,157,25+ years,567,Depressive disorders,2,Percent,2023,0.023176666394782806,0.030289937209808604,0.01781847935141182
2,DALYs (Disability-Adjusted Life Years),91,Portuguese Republic,PRT,3,Both,157,25+ years,567,Depressive disorders,3,Rate,2023,961.6700041386008,1321.601043858289,671.4496307862894
2,DALYs (Disability-Adjusted Life Years),91,Portuguese Republic,PRT,3,Both,158,<20 years,567,Depressive disorders,1,Number,2023,9181.798799329183,13104.748925717658,5902.126172892547
2,DALYs (Disability-Adjusted Life Years),91,Portuguese Republic,PRT,3,Both,158,<20 years,567,Depressive disorders,2,Percent,2023,0.05679011040349416,0.07615521344981659,0.039069021161279374
2,DALYs (Disability-Adjusted Life Years),91,Portuguese Republic,PRT,3,Both,158,<20 years,567,Depressive disorders,3,Rate,2023,492.0065906174072,702.2178312500741,316.26536795064425
2,DALYs (Disability-Adjusted Life Years),85,State of Israel,ISR,3,Both,9,20-24 years,567,Depressive disorders,1,Number,2023,9266.017261702116,13931.056452728903,5942.48621637587
2,DALYs (Disability-Adjusted Life Years),85,State of Israel,ISR,3,Both,9,20-24 years,567,Depressive disorders,2,Percent,2023,0.08512880589538213,0.11690400347255382,0.06191780235861144
2,DALYs (Disability-Adjusted Life Years),85,State of Israel,ISR,3,Both,9,20-24 years,567,Depressive disorders,3,Rate,2023,1248.162500822132,1876.5583713080948,800.4721173560883
2,DALYs (Disability-Adjusted Life Years),85,State of Israel,ISR,3,Both,157,25+ years,567,Depressive disorders,1,Number,2023,65058.91056416178,93888.7516899616,43236.651784399044
2,DALYs (Disability-Adjusted Life Years),85,State of Israel,ISR,3,Both,157,25+ years,567,Depressive disorders,2,Percent,2023,0.03799409375610997,0.0496887803687562,0.028222163986407995
2,DALYs (Disability-Adjusted Life Years),85,State of Israel,ISR,3,Both,157,25+ years,567,Depressive disorders,3,Rate,2023,1139.3855818799152,1644.2865250678517,757.2093849208073
2,DALYs (Disability-Adjusted Life Years),85,State of Israel,ISR,3,Both,158,<20 years,567,Depressive disorders,1,Number,2023,19741.43068706446,28731.166336579983,12257.220926967722
2,DALYs (Disability-Adjusted Life Years),85,State of Israel,ISR,3,Both,158,<20 years,567,Depressive disorders,2,Percent,2023,0.06608512316349018,0.08960165748637204,0.04445663876756436
2,DALYs (Disability-Adjusted Life Years),85,State of Israel,ISR,3,Both,158,<20 years,567,Depressive disorders,3,Rate,2023,558.0869158410634,812.2252264019082,346.5095682450334
2,DALYs (Disability-Adjusted Life Years),62,Russian Federation,RUS,3,Both,9,20-24 years,567,Depressive disorders,1,Number,2023,68517.26403184913,106958.22719448907,44535.88324874897
2,DALYs (Disability-Adjusted Life Years),62,Russian Federation,RUS,3,Both,9,20-24 years,567,Depressive disorders,2,Percent,2023,0.03934921107311753,0.057831142557743506,0.02669466019138629
2,DALYs (Disability-Adjusted Life Years),62,Russian Federation,RUS,3,Both,9,20-24 years,567,Depressive disorders,3,Rate,2023,840.0125944568664,1311.293718359596,546.0040380015749
2,DALYs (Disability-Adjusted Life Years),62,Russian Federation,RUS,3,Both,157,25+ years,567,Depressive disorders,1,Number,2023,1027225.5094520439,1460892.8882303522,704538.8185291315
2,DALYs (Disability-Adjusted Life Years),62,Russian Federation,RUS,3,Both,157,25+ years,567,Depressive disorders,2,Percent,2023,0.016797210120533004,0.022538846513658353,0.012275094538124167
2,DALYs (Disability-Adjusted Life Years),62,Russian Federation,RUS,3,Both,157,25+ years,567,Depressive disorders,3,Rate,2023,938.2180488973123,1334.30883737942,643.4916477545655
2,DALYs (Disability-Adjusted Life Years),62,Russian Federation,RUS,3,Both,158,<20 years,567,Depressive disorders,1,Number,2023,93306.39511254216,136453.70680342606,57434.97243503485
2,DALYs (Disability-Adjusted Life Years),62,Russian Federation,RUS,3,Both,158,<20 years,567,Depressive disorders,2,Percent,2023,0.03102041505156727,0.042034021468215756,0.020668533059407294
2,DALYs (Disability-Adjusted Life Years),62,Russian Federation,RUS,3,Both,158,<20 years,567,Depressive disorders,3,Rate,2023,301.0469810193681,440.25896009084636,185.3101819617258
2,DALYs (Disability-Adjusted Life Years),162,Kingdom of Bhutan,BTN,3,Both,157,25+ years,567,Depressive disorders,1,Number,2023,3420.735075975241,4985.932189892145,2279.2748510527135
2,DALYs (Disability-Adjusted Life Years),162,Kingdom of Bhutan,BTN,3,Both,157,25+ years,567,Depressive disorders,2,Percent,2023,0.018967157764368983,0.026208145174335284,0.013659901350991427
2,DALYs (Disability-Adjusted Life Years),162,Kingdom of Bhutan,BTN,3,Both,157,25+ years,567,Depressive disorders,3,Rate,2023,771.0554059269214,1123.8607735518244,513.7630235794952
