iso3,location_name,region_name,income_group,sex_name,year,population,suicide_rate,depression_dalys_rate,addiction_death_rate,selfharm_death_rate,risk_index,age_name,is_synthetic,generator_version,seed
AFG,Afghanistan,Eastern Mediterranean Region,LI,Male,2000,4850466.761609189,123.80869588712862,956.8277517874715,0.9946840305693784,3.449792115737181,0.1315310916647887,All ages,1,1.0,42
AFG,Afghanistan,Eastern Mediterranean Region,LI,Female,2000,4754417.914844651,106.60065453331629,422.28942755077725,0.43874479897829266,1.581357146238313,-0.27832066199385663,All ages,1,1.0,42
AFG,Afghanistan,Eastern Mediterranean Region,LI,Both,2000,9604884.67645384,115.2907154169915,912.8155134054186,0.7194941109317909,2.524916805835242,0.021991465969442445,All ages,1,1.0,42
AFG,Afghanistan,Eastern Mediterranean Region,LI,Male,2001,4878793.795865595,122.83644079316667,959.146109581106,0.9962364165788231,3.4581507071853568,0.12838857149975372,All ages,1,1.0,42
AFG,Afghanistan,Eastern Mediterranean Region,LI,Female,2001,4782184.017729643,107.17833543075865,866.2857284866028,0.43779332217309336,1.5783086166728362,-0.08800669262479076,All ages,1,1.0,42
AFG,Afghanistan,Eastern Mediterranean Region,LI,Both,2001,9660977.81359524,115.0856786387747,913.1802209393268,0.7065853995777996,2.5276288723816585,0.03981356397952446,All ages,1,1.0,42
AFG,Afghanistan,Eastern Mediterranean Region,LI,Male,2002,4907286.261802951,122.5234183273831,960.2814308159692,0.9968687940597517,3.461983612349376,0.12766690804806227,All ages,1,1.0,42
AFG,Afghanistan,Eastern Mediterranean Region,LI,Female,2002,4810112.276420714,106.44090861183898,870.0532855783954,0.43194290552571113,1.5853023708815508,-0.06649397802286171,All ages,1,1.0,42
AFG,Afghanistan,Eastern Mediterranean Region,LI,Both,2002,9717398.538223665,114.56257601818875,915.6184989233701,0.721049826082559,2.5330263978228027,0.02040029568113382,All ages,1,1.0,42
AFG,Afghanistan,Eastern Mediterranean Region,LI,Male,2003,4935945.125552791,124.72803994277997,960.3473880106746,0.9976194376645726,3.4621996014098704,0.13897052177695376,All ages,1,1.0,42
AFG,Afghanistan,Eastern Mediterranean Region,LI,Female,2003,4838203.637918082,107.87316296715908,868.56311915654,0.43893026976362604,1.582923193912078,-0.08281123374724014,All ages,1,1.0,42
AFG,Afghanistan,Eastern Mediterranean Region,LI,Both,2003,9774148.763470873,57.92441570557225,914.914174927878,0.7210682995536041,2.5319577796984634,-0.16658674058276662,All ages,1,1.0,42
AFG,Afghanistan,Eastern Mediterranean Region,LI,Male,2004,4964771.358888918,123.01546725537483,960.3024727541484,0.9951220448046247,3.461916528130495,0.13010367005365658,All ages,1,1.0,42
AFG,Afghanistan,Eastern Mediterranean Region,LI,Female,2004,4866459.054752503,107.01109049659892,869.4594379924235,0.4392846993712788,1.5844106024089146,-0.08655902366217996,All ages,1,1.0,42
AFG,Afghanistan,Eastern Mediterranean Region,LI,Both,2004,9831230.413641421,115.09330075978073,915.3351705470945,0.7199825588151185,2.5325510948983125,0.022855636664317364,All ages,1,1.0,42
AFG,Afghanistan,Eastern Mediterranean Region,LI,Male,2005,4993765.939260357,123.70302287808666,960.6830973102533,0.9974843328410969,3.4634263648093793,0.13399914651759742,All ages,1,1.0,42
AFG,Afghanistan,Eastern Mediterranean Region,LI,Female,2005,4894879.485017577,107.26859920614315,868.0873348762387,0.43848355907365405,1.5822766587994934,-0.08623576415705497,All ages,1,1.0,42
AFG,Afghanistan,Eastern Mediterranean Region,LI,Both,2005,9888645.424277935,115.56798316047463,443.8272711632491,0.7207789498262126,2.4683698353647423,-0.183944450742855,All ages,1,1.0,42
AFG,Afghanistan,Eastern Mediterranean Region,LI,Male,2006,5022929.849824497,124.25133951190111,964.9641327895887,1.000380506775507,3.478499083016644,0.1401161414024409,All ages,1,1.0,42
AFG,Afghanistan,Eastern Mediterranean Region,LI,Female,2006,4923465.892402229,107.7522679969179,421.98588364268153,0.4394886790785837,1.587030216540488,-0.27235113511377257,All ages,1,1.0,42
AFG,Afghanistan,Eastern Mediterranean Region,LI,Both,2006,9946395.742226725,116.0842991119844,918.3087817664779,0.72273905206553,2.5422219941109465,0.030222154283684854,All ages,1,1.0,42
AFG,Afghanistan,Eastern Mediterranean Region,LI,Male,2007,5052264.079480428,123.5966158021024,963.8606839461469,1.0006126808645661,3.4747053737823297,0.13597348262388814,All ages,1,1.0,42
AFG,Afghanistan,Eastern Mediterranean Region,LI,Female,2007,4952219.24622339,106.91842013767356,868.8110293084193,0.4387713440649487,1.5833291239204605,-0.08750538054174441,All ages,1,1.0,42
AFG,Afghanistan,Eastern Mediterranean Region,LI,Both,2007,10004483.325703818,115.34090894821011,916.8111049004717,0.7225012191487556,2.5384741301007043,0.02535144535689998,All ages,1,1.0,42
AFG,Afghanistan,Eastern Mediterranean Region,LI,Male,2008,5081769.622902474,122.66299262757711,960.8530759341824,0.9795615085190358,3.463966677158088,0.1434323578757264,All ages,1,1.0,42
AFG,Afghanistan,Eastern Mediterranean Region,LI,Female,2008,4981140.5214588605,108.03211182508808,875.6315189201847,0.44171301597325224,1.5964773324095625,-0.07690772268271501,All ages,1,1.0,42
AFG,Afghanistan,Eastern Mediterranean Region,LI,Both,2008,10062910.144361336,115.42070663034501,918.6684052122537,0.7220360130028846,2.5395594515075683,0.026974822616549494,All ages,1,1.0,42
AFG,Afghanistan,Eastern Mediterranean Region,LI,Male,2009,5111447.480573921,122.7556170044952,964.6766557816362,1.0003860995415585,3.477600038912593,0.1322922795579764,All ages,1,1.0,42
AFG,Afghanistan,Eastern Mediterranean Region,LI,Female,2009,5010230.698780378,106.89698577714492,868.8088646928262,0.4394804345564838,1.5829805360298317,-0.08759305325886123,All ages,1,1.0,42
AFG,Afghanistan,Eastern Mediterranean Region,LI,Both,2009,10121678.1793543,57.173372773173185,917.2220991926752,0.7227377953739466,1.1535602765967565,-0.14465451076349523,All ages,1,1.0,42
AFG,Afghanistan,Eastern Mediterranean Region,LI,Male,2010,5141298.65882094,124.62021764665138,970.8417898017635,1.004203063549641,3.499071297697846,0.14655011070969923,All ages,1,1.0,42
AFG,Afghanistan,Eastern Mediterranean Region,LI,Female,2010,5039490.764586862,107.95078589042691,873.4847977956111,0.44103136352188493,2.189950788665095,-0.041523816416957106,All ages,1,1.0,42
AFG,Afghanistan,Eastern Mediterranean Region,LI,Both,2010,10180789.423407802,116.3688489273203,922.6500787587181,0.7254330720359019,2.5553220940752763,0.034973351130153575,All ages,1,1.0,42
AFG,Afghanistan,Eastern Mediterranean Region,LI,Male,2011,5171324.169846712,123.63984662034636,964.2117068380117,0.9985815465116016,3.4758176716670133,0.13635970164559474,All ages,1,1.0,42
AFG,Afghanistan,Eastern Mediterranean Region,LI,Female,2011,5068921.711037866,108.08535581813412,875.5252593645952,0.4535535532492749,1.5966923075285901,-0.030970602330586128,All ages,1,1.0,42
AFG,Afghanistan,Eastern Mediterranean Region,LI,Both,2011,10240245.880884578,115.9403736732513,920.3119153386704,0.722725424001544,2.5456506164184938,0.030885725416881067,All ages,1,1.0,42
AFG,Afghanistan,Eastern Mediterranean Region,LI,Male,2012,5201525.031765747,124.71374593604489,970.3165782130524,1.0034289471517206,3.497794525490009,0.14661448664361248,All ages,1,1.0,42
AFG,Afghanistan,Eastern Mediterranean Region,LI,Female,2012,5098524.536087218,107.76379711585722,877.496295605776,0.44208942359407616,1.6005187567287025,-0.07693299255829192,All ages,1,1.0,42
AFG,Afghanistan,Eastern Mediterranean Region,LI,Both,2012,10300049.567852965,116.32352127005198,924.3705383224504,0.7485827745100723,2.5586430199531622,0.08033315853585045,All ages,1,1.0,42
AFG,Afghanistan,Eastern Mediterranean Region,LI,Male,2013,5231902.268638411,125.2693640430088,971.6040158482155,1.0057295048929549,3.5020429210417503,0.15050002449323688,All ages,1,1.0,42
AFG,Afghanistan,Eastern Mediterranean Region,LI,Female,2013,5128300.243516858,107.84364240955419,875.3644835582157,0.44135145092766587,1.5963663874472809,-0.07806024134261647,All ages,1,1.0,42
AFG,Afghanistan,Eastern Mediterranean Region,LI,Both,2013,10360202.512155268,116.64363183444877,923.9654473646657,0.7263623681801369,2.558733036912488,0.03736269290448939,All ages,1,1.0,42
AFG,Afghanistan,Eastern Mediterranean Region,LI,Male,2014,5262456.910505644,124.55079153796135,972.9389663805229,1.0059605368608426,1.7815265583930004,0.1501598272334204,All ages,1,1.0,42
AFG,Afghanistan,Eastern Mediterranean Region,LI,Female,2014,5158249.842970879,108.49009959170715,880.948323661353,0.4436778186829033,1.6070286757083334,-0.07074088224831662,All ages,1,1.0,42
AFG,Afghanistan,Eastern Mediterranean Region,LI,Both,2014,10420706.753476523,116.60074902456553,927.4035982345338,0.7276305913627626,2.566337243334045,0.039645942402107184,All ages,1,1.0,42
AFG,Afghanistan,Eastern Mediterranean Region,LI,Male,2015,5293189.993423896,124.78454897432951,974.1683314742945,1.0074532619960932,3.5108551850895924,0.1500185671367426,All ages,1,1.0,42
